DISTRIBUTOR_SENDER_ID;DISTRIBUTOR_ORDER_TAKING_BRANCH_NAME;DISTRIBUTOR_ORDER_TAKING_BRANCH_ID;DISTRIBUTOR_SHIP_DATE;DISTRIBUTOR_INVOICE_DATE;DISTRIBUTOR_INVOICE_NUMBER;DISTRIBUTOR_INVOICE_LINE_ITEM;BILL_TO_CUSTOMER_DUNS_NUMBER;BILL_TO_CUSTOMER_NATIONAL_REG_NUMBER;BILL_TO_CUSTOMER_NAME;BILL_TO_CUSTOMER_BILLING_ADDRESS1;BILL_TO_CUSTOMER_BILLING_ADDRESS2;BILL_TO_CUSTOMER_CITY;BILL_TO_CUSTOMER_STATE;BILL_TO_CUSTOMER_ZIP;BILL_TO_CUSTOMER_COUNTRY;SHIP_TO_CUSTOMER_DUNS_NUMBER;SHIP_TO_CUSTOMER_NATIONAL_REG_NUMBER;SHIP_TO_CUSTOMER_CUSTOMER_NAME;SHIP_TO_CUSTOMER_ADDRESS1;SHIP_TO_CUSTOMER_ADDRESS2;SHIP_TO_CUSTOMER_CITY;SHIP_TO_CUSTOMER_STATE;SHIP_TO_CUSTOMER_ZIP;SHIP_TO_CUSTOMER_COUNTRY;VENDOR_ITEM_NUMBER;VENDOR_ITEM_OPTIONS;ITEM_DESCRIPTION;PRODUCT_FAMILY;QUANTITY;QUANTITY_UNIT_OF_MEASURE;UNIT_REPLENISHMENT_COST;EXTENDED_REPLENISHMENT_COST;UNIT_COST;EXTENDED_COST_OF_GOODS_SOLD;COST_UNIT_OF_MEASURE;CURRENCY_CODE;REBATE_NUMBER;;;;;
Y'all Supply;DISTRIBUTOR_ORDER_TAKING_BRANCH_NAME 08;2;2024-06-25;2024-06-25;3192895;6;BILL_TO_CUSTOMER_DUNS_NUMBER 121;0;BILL_TO_CUSTOMER_NAME 320;BILL_TO_CUSTOMER_BILLING_ADDRESS1: ID 112;0;BILL_TO_CUSTOMER_CITY: ID 148;LA;BILL_TO_CUSTOMER_ZIP: ID 153;US;SHIP_TO_CUSTOMER_DUNS_NUMBER: ID 110;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 334;SHIP_TO_CUSTOMER_ADDRESS1: ID 155;0;SHIP_TO_CUSTOMER_CITY: ID 156;LA;SHIP_TO_CUSTOMER_ZIP: ID 194;US;6ES71936BP000BA0;0;SIMATIC et 200sp 6ES7-bu-type a0_push-in termina;0;20;EA;18;360;18;360;EA;USD;0
Y'all Supply;DISTRIBUTOR_ORDER_TAKING_BRANCH_NAME 08;2;2024-06-25;2024-06-25;3192895;7;BILL_TO_CUSTOMER_DUNS_NUMBER 121;0;BILL_TO_CUSTOMER_NAME 320;BILL_TO_CUSTOMER_BILLING_ADDRESS1: ID 112;0;BILL_TO_CUSTOMER_CITY: ID 148;LA;BILL_TO_CUSTOMER_ZIP: ID 153;US;SHIP_TO_CUSTOMER_DUNS_NUMBER: ID 110;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 334;SHIP_TO_CUSTOMER_ADDRESS1: ID 155;0;SHIP_TO_CUSTOMER_CITY: ID 156;LA;SHIP_TO_CUSTOMER_ZIP: ID 194;US;6ES71326BH010BA0;0;SIMATIC ET 200SP. Digital output module. DQ 16x;0;10;EA;118.2;1182;118.2;1182;EA;USD;0
Y'all Supply;DISTRIBUTOR_ORDER_TAKING_BRANCH_NAME 08;2;2024-06-25;2024-06-25;3192895;8;BILL_TO_CUSTOMER_DUNS_NUMBER 121;0;BILL_TO_CUSTOMER_NAME 320;BILL_TO_CUSTOMER_BILLING_ADDRESS1: ID 112;0;BILL_TO_CUSTOMER_CITY: ID 148;LA;BILL_TO_CUSTOMER_ZIP: ID 153;US;SHIP_TO_CUSTOMER_DUNS_NUMBER: ID 110;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 334;SHIP_TO_CUSTOMER_ADDRESS1: ID 155;0;SHIP_TO_CUSTOMER_CITY: ID 156;LA;SHIP_TO_CUSTOMER_ZIP: ID 194;US;6ES71346JF000CA1;0;SIMATIC ET 200SP, AI 8XRTD/TC 2-WIRE HF;0;4;EA;390;1560;390;1560;EA;USD;0
Y'all Supply;DISTRIBUTOR_ORDER_TAKING_BRANCH_NAME 08;2;2024-06-25;2024-06-25;3192895;10;BILL_TO_CUSTOMER_DUNS_NUMBER 121;0;BILL_TO_CUSTOMER_NAME 320;BILL_TO_CUSTOMER_BILLING_ADDRESS1: ID 112;0;BILL_TO_CUSTOMER_CITY: ID 148;LA;BILL_TO_CUSTOMER_ZIP: ID 153;US;SHIP_TO_CUSTOMER_DUNS_NUMBER: ID 110;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 334;SHIP_TO_CUSTOMER_ADDRESS1: ID 155;0;SHIP_TO_CUSTOMER_CITY: ID 156;LA;SHIP_TO_CUSTOMER_ZIP: ID 194;US;6ES71346GF000AA1;0;SIMATIC et 200sp, analog input module, ai 8xi 2-;0;3;EA;273;819;273;819;EA;USD;0
Y'all Supply;DISTRIBUTOR_ORDER_TAKING_BRANCH_NAME 08;2;2024-06-25;2024-06-25;3192895;11;BILL_TO_CUSTOMER_DUNS_NUMBER 121;0;BILL_TO_CUSTOMER_NAME 320;BILL_TO_CUSTOMER_BILLING_ADDRESS1: ID 112;0;BILL_TO_CUSTOMER_CITY: ID 148;LA;BILL_TO_CUSTOMER_ZIP: ID 153;US;SHIP_TO_CUSTOMER_DUNS_NUMBER: ID 110;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 334;SHIP_TO_CUSTOMER_ADDRESS1: ID 155;0;SHIP_TO_CUSTOMER_CITY: ID 156;LA;SHIP_TO_CUSTOMER_ZIP: ID 194;US;6ES71556AU010CN0;0;SIMATIC ET 200SP. PROFINET 2-port interface modu;0;2;EA;342;684;342;684;EA;USD;0
Y'all Supply;DISTRIBUTOR_ORDER_TAKING_BRANCH_NAME 08;2;2024-06-25;2024-06-25;3192895;12;BILL_TO_CUSTOMER_DUNS_NUMBER 121;0;BILL_TO_CUSTOMER_NAME 320;BILL_TO_CUSTOMER_BILLING_ADDRESS1: ID 112;0;BILL_TO_CUSTOMER_CITY: ID 148;LA;BILL_TO_CUSTOMER_ZIP: ID 153;US;SHIP_TO_CUSTOMER_DUNS_NUMBER: ID 110;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 334;SHIP_TO_CUSTOMER_ADDRESS1: ID 155;0;SHIP_TO_CUSTOMER_CITY: ID 156;LA;SHIP_TO_CUSTOMER_ZIP: ID 194;US;6ES71936AR000AA0;0;SIMATIC busadapter ba 2x rj45, 2 rj45 sockets fo;0;2;EA;66;132;66;132;EA;USD;0
Y'all Supply;DISTRIBUTOR_ORDER_TAKING_BRANCH_NAME 08;2;2024-06-25;2024-06-25;3192895;13;BILL_TO_CUSTOMER_DUNS_NUMBER 121;0;BILL_TO_CUSTOMER_NAME 320;BILL_TO_CUSTOMER_BILLING_ADDRESS1: ID 112;0;BILL_TO_CUSTOMER_CITY: ID 148;LA;BILL_TO_CUSTOMER_ZIP: ID 153;US;SHIP_TO_CUSTOMER_DUNS_NUMBER: ID 110;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 334;SHIP_TO_CUSTOMER_ADDRESS1: ID 155;0;SHIP_TO_CUSTOMER_CITY: ID 156;LA;SHIP_TO_CUSTOMER_ZIP: ID 194;US;6ES71346JF000CA1;0;SIMATIC ET 200SP, AI 8XRTD/TC 2-WIRE HF;0;14;EA;390;5460;390;5460;EA;USD;0
Y'all Supply;DISTRIBUTOR_ORDER_TAKING_BRANCH_NAME 08;2;2024-06-25;2024-06-25;3192895;15;BILL_TO_CUSTOMER_DUNS_NUMBER 121;0;BILL_TO_CUSTOMER_NAME 320;BILL_TO_CUSTOMER_BILLING_ADDRESS1: ID 112;0;BILL_TO_CUSTOMER_CITY: ID 148;LA;BILL_TO_CUSTOMER_ZIP: ID 153;US;SHIP_TO_CUSTOMER_DUNS_NUMBER: ID 110;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 334;SHIP_TO_CUSTOMER_ADDRESS1: ID 155;0;SHIP_TO_CUSTOMER_CITY: ID 156;LA;SHIP_TO_CUSTOMER_ZIP: ID 194;US;6ES71936BP000BA1;0;SIMATIC et 200sp, baseunit bu15-p16+a0+2b/t, bu-;0;48;EA;25.2;1209.6;25.2;1209.6;EA;USD;0
Y'all Supply;DISTRIBUTOR_ORDER_TAKING_BRANCH_NAME 08;2;2024-06-25;2024-06-25;3192895;16;BILL_TO_CUSTOMER_DUNS_NUMBER 121;0;BILL_TO_CUSTOMER_NAME 320;BILL_TO_CUSTOMER_BILLING_ADDRESS1: ID 112;0;BILL_TO_CUSTOMER_CITY: ID 148;LA;BILL_TO_CUSTOMER_ZIP: ID 153;US;SHIP_TO_CUSTOMER_DUNS_NUMBER: ID 110;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 334;SHIP_TO_CUSTOMER_ADDRESS1: ID 155;0;SHIP_TO_CUSTOMER_CITY: ID 156;LA;SHIP_TO_CUSTOMER_ZIP: ID 194;US;6ES71356HD000BA1;0;SIMATIC ET 200SP, Analog output module, AQ 4XU/I;0;28;EA;261;7308;261;7308;EA;USD;0
Y'all Supply;DISTRIBUTOR_ORDER_TAKING_BRANCH_NAME 23;9;2024-06-26;2024-06-26;3192945;1;BILL_TO_CUSTOMER_DUNS_NUMBER 147;0;BILL_TO_CUSTOMER_NAME 261;BILL_TO_CUSTOMER_BILLING_ADDRESS1: ID 127;0;BILL_TO_CUSTOMER_CITY: ID 040;TX;BILL_TO_CUSTOMER_ZIP: ID 248;US;SHIP_TO_CUSTOMER_DUNS_NUMBER: ID 125;0;SHIP_TO_CUSTOMER_CUSTOMER_NAME: ID 262;SHIP_TO_CUSTOMER_ADDRESS1: ID 092;0;SHIP_TO_CUSTOMER_CITY: ID 162;TX;SHIP_TO_CUSTOMER_ZIP: ID 245;US;6AG11326BH017BA0;0;SIPLUS ET 200SP DQ 16x24VDC/0.5A ST;0;2;EA;174;348;145;290;EA;USD;29413
